config,transform_mode,batch_size,io_mode,rows_processed,read_seconds,transform_seconds,write_seconds,total_seconds,dominant_stage,aggregate_checksum
light_small_fast,light,5000,fast,150000,0.08333703601238085,0.10455277598885004,0.0023368420042970683,0.19022665400552796,transform,75986.23
light_large_fast,light,50000,fast,150000,0.09757808199719875,0.04500963700047578,0.0003712409998115618,0.1429589599974861,read,7599.29
heavy_small_fast,heavy,5000,fast,150000,0.10376890200859634,0.12362890999065712,0.0023373650037683547,0.22973517700302182,transform,75986.23
heavy_large_fast,heavy,50000,fast,150000,0.09543247199690086,0.05333296299431822,0.0003241810009058099,0.1490896159921249,read,7599.29
light_large_slow,light,50000,slow,150000,0.005643247000989504,0.042363758002466056,0.544372073996783,0.5923790790002386,write,7599.29
heavy_small_slow,heavy,5000,slow,150000,0.03835119700306677,0.19902428400382632,1.902393447002396,2.139768928009289,write,75986.23
