size_mb,ram_copy_seconds,ram_copy_throughput_mb_s,disk_write_seconds,disk_write_throughput_mb_s,disk_read_seconds,disk_read_throughput_mb_s,disk_checksum
8,0.001136344999395078,7040.115461641245,0.059724635000748094,133.9480768681097,0.032174336000025505,248.64537996972675,131632
32,0.0048535280002397485,6593.142142874071,0.2903172580008686,110.2242430241755,0.20586895299857133,155.43868822328966,133608
128,0.040687501001229975,3145.9292620633196,0.8390706299978774,152.5497323155308,0.6363526300010562,201.14633611208228,130535
256,0.08325807399887708,3074.776867928181,1.9938265800010413,128.39632221166713,1.4665535079984693,174.5589224012597,133202
512,0.18838452700219932,2717.8452930692265,3.4418547619970923,148.75700324522657,2.516532945999643,203.45451896979563,128985
